,0,1
"-1.2,-1.2",-0.009570706150996915,-0.017338715378891145
"0.3,1.4",0.004752339660748684,-0.007668072729278935
"0.7,-1.0",-0.00015151481704459962,0.0009281487253443529
"-0.0,0.6",-0.00486304429515076,-0.006430309227560903
"-0.1,0.7",-0.008611687779062729,-0.005474455461660074
"-0.4,-1.6",-0.0010883873176669228,-0.0037413094056332474
"0.0,0.9",-0.0030203391123665713,-0.004067317954791052
"1.0,0.3",-0.0028712289939675983,0.00800521758222267
"-0.8,-1.7",0.006698516354455859,-0.006824799900644179
"-0.6,0.2",0.01753813923045898,0.005429612541491789
"-1.8,-1.3",0.0031790655926976193,-0.004965327842087263
"-0.7,1.2",0.002193938063731199,0.0
"0.9,1.3",-0.002765189179364674,0.010929862076805047
"0.4,-0.3",-0.003533309478617793,-0.011114978497808237
"0.5,-0.5",-0.011234698495617177,0.007616552926444101
"0.3,-0.4",0.02076149332955527,-0.0028690190660171254
"-0.9,-0.9",-0.0006801429347542147,-0.015911380314979094
"0.9,0.4",0.018345886402692715,-0.010777887705703596
"0.6,0.4",-0.007274938120992952,0.007155466002876314
"0.2,-0.4",-0.0060928687468216735,-0.002965369193563822
"0.5,0.2",-0.008942377873357167,-0.007075797979592038
"-0.5,0.1",-0.0035552207319723217,0.002941158883602212
"-0.9,-1.0",-0.008279672524563153,0.0021234373075851008
"0.2,-1.3",-0.0024675728125918258,0.022735558491518957
"-0.4,-0.7",-0.005644320578120695,0.004617842406038237
"-0.9,-1.1",0.0035292318425734813,0.0318528899077934
"-1.9,-1.7",0.0020965372229211593,0.0
"-1.0,-0.8",-0.001470295936576044,0.0004031696054899714
"0.9,0.1",-0.01401363752880197,0.05563917717550417
"-0.5,0.5",0.00961460017707632,-0.005000039867355858
"2.2,0.8",-0.0037808229248843753,0.01647630262108196
"2.7,0.6",0.005233557163641344,0.0
"-0.1,0.6",-0.001304983691420126,0.00010400323183802634
"-0.7,-0.4",-0.003612812476999066,0.004738588392168579
"-0.6,-1.1",-0.006220314380228427,0.004586601030264856
"-0.4,3.9",-0.00275935216427108,0.011299823047906499
"1.0,1.4",-0.013942535125442268,0.015520000450455254
"-0.6,-1.0",0.004596303162297478,-0.010965443487679586
"0.6,0.6",-0.004045337272686134,-0.007981145050232655
"-1.7,-2.8",-0.003627087900348319,0.00913843698869944
"-0.3,1.4",-0.011183851770693767,-0.012889122703171187
"-1.1,-0.5",-0.0016152716593245279,0.006921737169228133
"0.2,1.3",-0.002226146454557922,0.01034412478661108
